artefact_id,type,slug,artefact_name,,,,,,,
526196f8c0c715e815004407,article,open-data-institute-opens-g8-eyes-power-open-data,Open Data Institute Opens G8 Eyes to Power of Open Data,g8,UK,,,,,,
526196f8c0c715e815004409,article,odi-welcomes-information-economy-strategy-launched-g8-innovation-conference,ODI welcomes Information Economy Strategy â launched at G8 Innovation Conference,g8,UK,,,,,,
526196f8c0c715e81500440b,article,new-certificates-launched-help-everyone-discover-understand-and-use-open-data,"New certificates launched to help everyone discover, understand, and use open data",open data certificates,resuse,publishing,,,,,
526196f8c0c715e81500440d,article,odi-chairman-nigel-shadbolt-knighted-queen-s-birthday-honours,ODI Chairman Nigel Shadbolt knighted in Queenâs Birthday Honours,nigel shadbolt,board,,,,,,
526196f8c0c715e81500440f,article,engaging-reusers,Engaging with reusers,reusers,community,,,,,,
526196f8c0c715e815004411,article,data-cats,Data for Cats,cats,working with data,,,,,,
526196f8c0c715e815004413,article,tech-team-week-notes-37,Tech Team Week Notes #37,tech team,notes,,,,,,
526196f8c0c715e815004415,article,does-your-council-do-open-data,Does your council do open data?,local government,council data,,,,,,
526196f8c0c715e815004417,article,machine-readable-rights-statements,Machine Readable Rights Statements,blog,rights,,,,,,
526196f8c0c715e815004419,article,land-registry-goes-big-open-data,Land Registry goes big on open data,land registry,blog,,,,,,
526196f8c0c715e81500441b,article,open-new-default,Open is the new default,blog,open by default,,,,,,
526196f8c0c715e81500441d,article,catalysing-open-data-culture-everyone-odi-nodes,Catalysing open data culture for everyone : ODI Nodes,nodes,blog,,,,,,
526196f8c0c715e81500441f,article,tech-team-week-notes-39,Tech Team Week Notes #39,tech team,notes,,,,,,
526196f8c0c715e815004421,article,power-open-data-reveals-global-corporate-networks,Power of open data reveals global corporate networks,business,blog,corporate,networks,,,,
526196f8c0c715e815004423,article,peer-peer-lending-businesses-lead-way-opening-financial-data,Peer-to-Peer Lending Businesses Lead the Way in Opening up Financial Data,business,blog,p2p,peer to peer,financial,,,
526196f8c0c715e815004425,article,tech-team-weeknotes-40,Tech Team Week Notes #40,tech team,notes,,,,,,
526196f8c0c715e815004427,article,fig-data-11-tips-how-handle-big-data-r-and-1-bad-pun,Fig Data: 11 Tips on How to Handle Big Data in R (and 1 Bad Pun),big data ,how to,R,,,,,
526196f8c0c715e815004429,article,tech-team-week-notes-41,Tech Team Week Notes #41,tech team,notes,,,,,,
526196f8c0c715e81500442b,article,odi-welcomes-new-members,ODI Welcomes New Members,members,blog,,,,,,
526196f8c0c715e81500442d,article,guest-blog-innovating-drive-new-economic-insight-new-zealand-s-open-transport-data,Guest Blog: Innovating to drive new economic insight from New Zealandâs open transport data,blog,new zealand,transport,,,,,
526196f8c0c715e81500442f,article,what-national-information-infrastructure,What Is National Information Infrastructure?,national data infrastructure,,,,,,,
526196f8c0c715e815004431,article,tech-team-week-notes-42,Tech Team Week Notes #42,tech team,notes,,,,,,
526196f8c0c715e815004433,article,training-newsletter-test,Training newsletter - test,training,newsletter,,,,,,
526196f8c0c715e815004435,article,knowledge-everyone-my-first-few-months-odi-training-team,âKnowledge for Everyoneâ â My first few months with the ODI training team,team,training,,,,,,
526196f8c0c715e815004437,article,exploring-compatibility-between-data-licences,Exploring compatibility between data licences,licensing,blog,,,,,,
526196f8c0c715e815004439,article,tech-team-week-notes-43,Tech Team Week Notes #43,tech team,notes,,,,,,
526196f8c0c715e81500443b,article,adapting-git-simple-data,Adapting Git for simple data,git hub,blog,how to,,,,,
526196f8c0c715e81500443d,article,tech-team-week-notes-44,Tech Team Week Notes #44,tech team,notes,,,,,,
526196f8c0c715e81500443f,article,member-blog-introducing-importio,Member blog: Introducing Import:io,members,blog,,,,,,
526196f8c0c715e815004441,article,new-startups-announced-reducing-government-energy-costs-and-shining-light-public-sector,New startups announced - reducing Government energy costs and shining light on public sector spending,start-ups,government,,,,,,
526196f8c0c715e815004443,article,odi-telef-nica-and-mit-set-data-challenge-campus-party-2013,"The ODI, TelefÃ³nica and the MIT set a Data Challenge for Campus Party 2013",telefonica,mit,,,,,,
526196f8c0c715e815004445,article,member-blog-risk-vs-opportunities-finding-balance-data,Member blog: Risk vs Opportunities: finding the balance in data,members,blog,,,,,,
526196f8c0c715e815004447,article,smart-london,Smart London,smart cities,cities,london,uk,,,,
526196f8c0c715e815004449,article,open-data-season-underway-odi-attends-us-conferences,Open data season underway as ODI attends US conferences,usa,blog,,,,,,
526196f8c0c715e81500444b,article,member-blog-creating-fruitful-partnerships-open-data,Member blog: Creating fruitful partnerships with open data,blog,member,partnerships,community,,,,
526196f8c0c715e81500444d,article,new-odi-partnership-seeks-bring-benefits-open-data-developing-countries,New ODI partnership seeks to bring benefits of open data to developing countries,blog,OK,partnership,,,,,
526196f8c0c715e81500444f,article,lobbyist-register-should-be-open-data,Lobbyist Register should be Open Data,blog,lobbyist,,,,,,
526196f8c0c715e815004451,article,call-for-data-art-curators,Open call for curators,data as culture,curators,,,,,,
526196f8c0c715e815004453,article,guest-blog-opening-local-government-spending-was-it-worth-it,Guest Blog: Opening up local government spending - was it worth it?,blog,government,spending,UK,,,,
526196f8c0c715e815004455,article,odi-summit-open-data-submission-call,ODI Summit: Open Data Submission Call,events,ODI Summit,,,,,,
526196f8c0c715e815004457,article,member-blog-post-transition-towards-transparency,Member blog post: The transition towards transparency,blog,transparency,100%Open,,,,,
526196f8c0c715e81500445b,article,odi-celebrates-first-birthday-announcing-university-southampton-honorary-partner,ODI celebrates first birthday by announcing University of Southampton as Honorary Partner,news,birthday,ODI,,,,,
526196f8c0c715e81500445d,article,guest-post-shifting-environments-at-the-odi,Guest Post: Shifting Environments at the ODI,blog,ODI,team,,,,,
526196f8c0c715e81500445f,article,odi-startup-demand-logic-saves-king-s-college-london-390000-year-energy-costs,"ODI startup Demand Logic saves Kingâs College London Â£390,000 a year in energy costs",blog,demand logic,kings college,,,,,
526196f8c0c715e815004461,article,odi-summit-qa-dr-loren-treisman,ODI Summit: Q&A with Dr Loren Treisman,event,ODI summit,,,,,,
526196f8c0c715e815004463,article,odi-summit-qa-michael-flowers,ODI Summit: Q&A with Michael Flowers,event,ODI summit,,,,,,
526196f8c0c715e815004467,article,reliable-open-data,Reliable Open Data,guides,open data,,,,,,
526196f8c0c715e815004469,article,new-initiatives-combat-crime-open-data,New initiatives combat crime with open data,news,open data challenge series,stolen bikes,total car check,deaf justice,,,
526196f8c0c715e81500446d,article,odi-summit-qa-francine-bennett,ODI Summit: Q&A with Francine Bennett,events,ODI summit,Mastadon C,Francine Bennett,,,,
526196f8c0c715e81500446f,timed_item,possible-paf-licence-revision,Possible PAFÂ® Licence Revision,postcode address file,geo data,addresses,,,,,
526196f8c0c715e815004471,timed_item,proposed-amendments-individual-pupil-information-prescribed-persons,Proposed Amendments to Individual Pupil Information Prescribed Persons Regulations,regulations,schools,pupils,,,,,
526196f8c0c715e815004473,timed_item,improving-local-government-transparency,Improving local government transparency,guide,local,transparency,,,,,
526196f8c0c715e815004475,timed_item,code-practice-datasets,Code of Practice (Datasets),guide,code of practice,,,,,,
526196f8c0c715e815004477,timed_item,postcode-address-file-ofcom,Postcode Address File (Ofcom),PAF,postcodes,,,,,,
526196f8c0c715e815004479,timed_item,independent-public-sector-information-review,Independent Public Sector Information Review,public sector,information review,,,,,,
526196f8c0c715e81500447b,timed_item,open-government-partnership-uk-draft-national-action-plan-2013,Open Government Partnership: UK draft National Action Plan 2013,open government partnership,uk,2013,,,,,
526196f8c0c715e81500447d,case_study,mastodon-c-case-study,Mastodon C,case study,Mastodon C,start-ups,,,,,
526196f8c0c715e81500447f,case_study,locatable-case-study,Locatable,case study,Locatable,start-ups,,,,,
526196f8c0c715e815004481,case_study,placr-case-study,Placr,case study,Placr,start-ups,,,,,
526196f8c0c715e815004483,case_study,opencorporates-case-study,OpenCorporates,case study,OpenCorporates,start-ups,,,,,
526196f8c0c715e815004485,case_study,spend-network-0-case-study,Spend Network,case study,Spend Network,start-ups,,,,,
526196f8c0c715e815004487,case_study,provenance-case-study,Provenance,case study,Provenance,start-ups,,,,,
526196f8c0c715e815004489,case_study,demand-logic-case-study,Demand Logic,case study,Demand Logic,start-ups,,,,,
526196f9c0c715e81500448b,case_study,carbonculture-case-study,CarbonCulture,case study,CarbonCulture,start-ups,,,,,
526196f9c0c715e81500448d,case_study,open-bank-project-case-study,Open Bank Project,case study,Open Bank Project,start-ups,,,,,
526196f9c0c715e81500448f,organization,placr,Placr,start-ups,Placr,,,,,,
526196f9c0c715e815004491,organization,locatable,Locatable,start-ups,Locatable,,,,,,
526196f9c0c715e815004494,organization,mastodon-c,Mastodon C,start-ups,Mastodon C,,,,,,
526196f9c0c715e81500449a,organization,honest-buildings,Honest Buildings,start-ups,Honest Buildings,,,,,,
526196f9c0c715e81500449d,organization,spend-network,Spend Network,start-ups,Spend Network,,,,,,
526196f9c0c715e8150044ac,job,finance-and-office-manager,Finance and Office Manager,jobs,Finance and Office Manager,,,,,,
526196f9c0c715e8150044ae,job,marketing-and-communications-manager-and-executive-assistant-pa,Marketing & Communications Manager / Executive Assistant (PA),jobs,Marketing & Communications Manager / Executive Assistant (PA),,,,,,
526196f9c0c715e8150044b0,job,membership-relationship-coordinator,Membership Relationship Coordinator,jobs,Membership Relationship Coordinator,,,,,,
526196f9c0c715e8150044b2,job,partner-manager,Partner Manager,jobs,Partner Manager,,,,,,
526196f9c0c715e8150044b6,course,open-data-practice,Open Data in Practice,course,learning,,,,,,
526196f9c0c715e8150044b8,course,introduction-open-data-journalists-finding-stories-data,Introduction to open data for journalists: finding stories in data,course,learning,journalism,storytelling,,,,
526196f9c0c715e8150044bc,course,open-data-marketers,Open Data for Marketers,course,learning,,,,,,
526196f9c0c715e8150044be,course_instance,open-data-law-and-licensing-2013-04-17,"Open Data, Law and Licensing: 17, April, 2013",course,learning,law,,,,,
526196f9c0c715e8150044c0,course_instance,open-data-practice-2013-04-08,"Open Data in Practice, 8 -12 April, 2013",course,learning,,,,,,
526196f9c0c715e8150044c2,course_instance,introduction-open-data-journalists-finding-stories-data-2013-04-23,"Introduction to open data for journalists: finding stories in data, 23 April 2013",course,learning,,,,,,
526196f9c0c715e8150044c4,course_instance,open-data-practice-2013-09-23,"Open Data in Practice, 23 - 27 September, 2013",course,learning,,,,,,
526196f9c0c715e8150044c6,course_instance,open-data-practice-2013-07-15,"Open Data in Practice, 15-19 July, 2013",course,learning,,,,,,
526196f9c0c715e8150044c8,course_instance,open-data-practice-2013-11-18,"Open Data in Practice, 18-22 November, 2013",course,learning,,,,,,
526196f9c0c715e8150044ca,course_instance,open-data-law-and-licensing-2013-10-22,"Open Data, Law and Licensing, 22 October 2013",course,learning,law,,,,,
526196f9c0c715e8150044cc,course_instance,beginners-guide-open-data-2013-10-28,"Open Data in a Day, 28 October, 2013",course,learning,,,,,,
526196f9c0c715e8150044ce,course_instance,open-data-day-2014-01-23,"Open Data in a Day, 23 January, 2014",course,learning,,,,,,
526196f9c0c715e8150044d0,course_instance,open-data-practice-2014-02-03,"Open Data in Practice: 3-7 February, 2014",course,learning,,,,,,
526196f9c0c715e8150044d2,course_instance,open-data-marketers-2014-01-22,"Open Data for Marketers, 22 January 2014",course,learning,marketing,,,,,
5263f572d0d462195200000b,article,procurement,Procurement Policy,procurement,policy,odi,,,,,
526639c1d0d46264fc00000b,person,pez,Pez,team,,,,,,,
5267f4e11f986a7e6100000e,event,friday-lunchtime-lecture-open-data-as-musical-material,Friday lunchtime lecture: Open data as musical material,odifridays,music,leeds,events,,,,
5267f9101f986a7e61000012,event,friday-lunchtime-lecture-how-politicians-lie-with-data,Friday lunchtime lecture: How politicians lie with data,odifridays,politics,lies,events,,,,
5267fc871f986a7e61000018,event,friday-lunchtime-lecture-burn-the-digital-paper-a-call-to-arms,Friday lunchtime lecture: Burn the digital paper! A call to arms,odifridays,events,,,,,,
5267fddc1f986a7e61000021,event,friday-lunchtime-lecture-whats-the-point-of-cultural-open-data,Friday lunchtime lecture: What's the point of cultural open data?,odifridays,culture,events,,,,,
52690ac91f986a7e61000031,event,show-me-the-future-of-food-and-open-data,Show me the future of.... food and open data,event,food,events,,,,,
52693789d0d4620755000007,article,odi-summit-qa-with-martin-tisne,ODI Summit: Q&A with Martin Tisne,ODI Summit,events,,,,,,
52694d46d0d4620755000017,news,a-bigger-and-better-us-introducing-our-two-newest-members,A bigger and better us â introducing our two newest members,news,members,,,,,,
52695818d0d4620755000021,news,a-bigger-and-better-introducing-our-two-newest-members,A bigger and better us - introducing our two newest members,news,members,,,,,,
52695f3fd0d4620755000026,article,a-bigger-and-better-introducing-our-newest-members,A bigger and better us - introducing our two newest members,news,members,,,,,,
526a3fc6d0d462512f00000f,article,odi-summit-qa-with-julie-freeman,ODI Summit: Q&A with Julie Freeman,ODI Summit,Julie Freeman,,,,,,
526a4271d0d462512f000014,article,odi-summit-qa-with-dr-david-tarrant,ODI Summit: Q&A with Dr David Tarrant,ODI Summit,David Tarrant,,,,,,
526a4520d0d462512f000019,article,odi-summit-qa-with-christopher-graham,ODI Summit: Q&A with Christopher Graham,ODI Summit,Christopher Graham,,,,,,
526a4e1cd0d462512f00003c,article,newsletters,Newsletters,newsletters,odi,,,,,,
526a5677d0d462512f000043,article,odi-summit-qa-with-kevin-merritt,ODI Summit: Q&A with Kevin Merritt,ODI Summit,events,,,,,,
526a5c78d0d462512f000049,article,odi-summit-qa-with-beth-simone-noveck,ODI Summit: Q&A with Beth Simone Noveck,ODI Summit,events,,,,,,
526b989ed0d46201c2000003,article,standing-on-the-shoulders-of-gds,Standing On The Shoulders Of GDS,blog,GDS,,,,,,
526e6a68f362be62f3000003,article,the-power-of-open,The Power of Open,blog,open,,,,,,
526e6a6a1f986a05fc000001,job,international-development-manager,International Development Manager,jobs,,,,,,,
526e73e8f362be62f3000007,article,odi-reveals-impact-of-london-fire-station-closures-using-open-data,ODI reveals impact of London fire station closures using open data,stories,london,fire stations,blog,,,,
526e74faf362be62f3000009,node,gothenburg,Gothenburg,node,Gothenburg,network,,,,,
526e7803d0d462287e00000b,node,moscow,Moscow,node,Moscow,network,,,,,
526e7a5af362be62f300000b,node,usa,USA,node,USA,network,,,,,
526e7f091f986a05fc00000c,node,chicago,Chicago,node,Chicago,network,,,,,
526e80421f986a05fc00000e,node,trento,Trento,node,Trento,network,,,,,
526e811cd0d462287e000011,node,manchester,Manchester,node,Manchester,network,,,,,
526e81d21f986a05fc000012,node,brighton,Brighton,node,Brighton,network,,,,,
526e8379d0d462287e000015,node,dubai,Dubai,node,Dubai,network,,,,,
526e8414f362be62f3000017,node,paris,Paris,node,Paris,network,,,,,
526e8505d0d462287e000017,node,buenos-aires,Buenos Aires,node,Buenos Aires,network,,,,,
526e85c4f362be62f300001d,node,leeds,Leeds,node,Leeds,network,,,,,
526e868dd0d462287e00001b,node,gold-coast,Gold Coast,node,Gold Coast,network,,,,,
526ea160f362be62f3000028,article,odp4d-faqs,Open Data Partnership for Development - FAQs,partnership for development,faq,,,,,,
526eb90bf362be62f300002a,article,odi-global-network-announced,ODI global network announced,News,global,network,nodes,,,,
52721de61f986a05fc000024,article,preserving-data-for-future-generations,Preserving data for future generations,data as culture,skor codex,art,blog,,,,
52727ddff362be62f300003d,person,samantha-haines,Samantha Haines,person,samantha haines,,,,,,
52737380f362be62f300003f,event,friday-lunchtime-lecture-how-to-build-an-open-data-centric-organisation,Friday lunchtime lecture: How to build an open data centric organisation,ODIFridays,business,,,,,,
52739a6e1f986a05fc000026,article,odis-first-year-annual-report,ODI's First Year: Annual Report,annual report,year one,,,,,,
5273b30fd0d462287e000035,article,why-public-data-is-not-the-same-as-open-data,Why public data is not the same as open data,blog,public,,,,,,
5273dcd61f986a05fc00002b,article,the-open-data-consumers-checklist,The Open Data Consumerâs Checklist,guide,checklist,,,,,,
5274d7b1f362be62f3000045,article,what-is-data-exploring-the-question-that-no-one-asks,What Is Data? Exploring The Question That No One Asks,guide,data,questions,,,,,
5277956cf362be28b9000033,person,alicia-weekes,Alicia Weekes,person,Alicia Weekes,,,,,,
527914341f986a05fc000033,event,friday-lunchtime-lecture-an-open-data-christmas,Friday lunchtime lecture: An Open Data Christmas,odifridays,events,christmas,,,,,
527a1e85f362be1113000002,person,david-tarrant,David Tarrant,person,David Tarrant,,,,,,
527abb371f986a4c7e00000d,article,open-data-bonanza,Open Data Bonanza,blog,UK,,,,,,
527b7456d0d4620aed000013,person,greg-elliott,Greg Elliott,person,Greg Elliot,,,,,,
527b78f1f362be1113000010,article,guest-post-restoring-faith-in-financial-economics-requires-open-data,Guest post: Restoring faith in financial economics requires open data,blog,economics,uk,,,,,
5280c8c4d0d4621f1a00000d,article,tech-team-week-notes-56,Tech Team Week Notes #56,blog,tech team,,,,,,
5280c91df362be111300001e,article,building-better-businesses-meaning-2013,Open data is for small businesses too,blog,business,uk,,,,,
5284931c1f986a4c7e000029,person,georgia-phillips,Georgia Phillips,person,Georgia Phillips,,,,,,
5284aacbd0d4621f1a000014,person,tom-armitage,Tom Armitage,person,Tom Armitage,,,,,,
5284c1e7f362be1113000027,person,amy-williams,Amy Williams,person,Amy Williams,,,,,,
5284c44df362be111300002b,node,node-github-link,Node GitHub Link,node,github,,,,,,
5284c64c1f986a4c7e000035,person,startup-application,Startup Application,start-ups,application,network,,,,,
528538e4f362be1113000037,article,odi-signs-open-data-memorandum-of-understanding-with-republic-of-korea,ODI signs open data Memorandum of Understanding with Republic of Korea,blog,republic of korea,memorandum,,,,,
5289eac2d0d4621f1a000027,article,the-proliferation-of-open-government-licences,The Proliferation of Open Government Licences,blog,open government licences,OGL,UK,,,,
528a5561d0d4621f1a00002c,article,node-knowledge-november-2013,Node Knowledgeâ¦ November 2013,blog,node,global,network,2013,,,
528b831bf362be3472000001,node,uk,UK,,,,,,,,
528dd8f91f986a57cc000009,course_instance,introduction-to-open-data-for-journalists-finding-stories-in-data-27-february-2014,"Introduction to open data for journalists: finding stories in data, 27 February, 2014",course,learning,,,,,,
528de0a9f362be7bcc000003,article,open-participation-public-participation-and-open-government-data,Investigating public participation in open government data,blog,open data,public,,,,,
528e443af362be3aaf00000a,article,investigating-the-british-open-data-ecosystem,Investigating the British Open Data Ecosystem,blog,Britain,ecosystem,,,,,
529340af1f986a2ae6000008,article,bbc-signs-open-data-agreement-with-odi-deloitte-and-arup-join-membership-programme,"BBC signs open data agreement with ODI, plus Deloitte and Arup join membership programme",blog,bbc,,,,,,
52935d47d0d46216fc000010,article,typhoon-haiyan-and-the-humanitarian-openstreetmap-team,Guest post: Typhoon Haiyan - Humanitarian OpenStreetMap Team respond,blog,openstreetmap,typhoon,haiyan,environmental,,,
52937f74f362be3dd2000014,case_study,the-data-catalogue-update-hypothesis,The Data Catalogue Update Hypothesis,blog,catalogue,,,,,,
529397f0f362be7d25000027,person,elnaz-moshfeghian,Elnaz Moshfeghian,person,Elnaz Moshfeghian,,,,,,
529483751f986a2ae6000014,person,irina-radchenko,Irina Radchenko,person,Irina Radchenko,,,,,,
5294c4b31f986a6a1b000033,person,jason-hare,Jason Hare,person,Jason Hare,,,,,,
5295d127f362be3dd2000020,article,odi-summit-catherine-bracy-lightning-talk,ODI Summit: Catherine Bracy - Lightning Talk,talk,ODI summit,events,catherine bracy,code for america,citizen participation,video,
5295d378d0d46216fc000023,article,odi-summit-drew-hemment-lightning-talk,ODI Summit: Drew Hemment - Lightning Talk,talk,ODI summit,events,drew hemment,future everything,cities,video,
5295eae8f362be3dd2000027,person,the-odi,The ODI,ODI,,,,,,,
5295ef53d0d46216fc00002d,person,ralph-cochrane,Ralph Cochrane,person,writers,Ralph Cochrane,,,,,
529608d7f362be3dd200002d,article,how-to-get-developers-to-use-your-open-data,Guest post: How to get developers to use your open data,blog,developers,open data,,,,,
52961bea1f986a2ae6000029,article,odi-summit-dr-david-tarrant-lightning-talk,ODI Summit: Dr David Tarrant - Lightning Talk,talk,ODI summit,events,david tarrant,emergency services,dataviz,video,
52962075f362be3dd2000037,article,odi-summit-jonathan-raper-lightning-talk,ODI Summit: Jonathan Raper - creating new value around transport services,talk,ODI summit,events,jonathan raper,transport,public services,transportapi,video
529622c91f986a2ae6000030,article,odi-summit-francine-bennett-lightning-talk,ODI Summit: Francine Bennett - beginning a startup with open data,talk,ODI summit,events,francine bennett,start-ups,mastodonc,video,
52962520f362be3dd200003d,article,odi-summit-chris-taggart-lightning-talk,ODI Summit: Chris Taggart - Lightning Talk,talk,ODI summit,events,chris taggart,open corporates,video,open data,
529df43df362be5a48000015,node,odi-nodes-moscow-context-and-agenda,ODI Nodes Moscow: Context and Agenda,nodes,moscow,,,,,,
542432771f986a6f1d000001,article,ellen-blog-draft,Ellen blog (draft),,,,,,,,
55273a4dc6b6b92240000017,event,test4,test4,,,,,,,,
55274521c6b6b929ac000003,event,test-rolled-back,Test Rolled Back,,,,,,,,
55274599c6b6b92a26000003,event,test-rolled-back-content-api,Test Rolled Back Content API,,,,,,,,
52962a32f362be3dd2000041,article,odi-summit-sir-nigel-shadbolt-keynote-address,ODI Summit: Sir Nigel Shadbolt - Keynote address,talk,ODI summit,events,nigel shadbolt,video,,,
52962e821f986a2ae6000036,article,odi-summit-sir-tim-bernerslee-keynote-address,ODI Summit: Sir Tim Berners-Lee - The power of open,talk,ODI summit,events,tim berners-lee,world wide web,video,,
529716c4d0d4625fd1000001,article,odi-summit-michael-flowers-lighting-talk,ODI Summit: Michael Flowers - delivering services more effectively with open data,talk,ODI summit,events,government,services,michael flowers,video,
529731561f986a7d0d000004,article,odi-summit-liam-maxwell-keynote-address,ODI Summit: Liam Maxwell - Keynote address,talk,ODI summit,events,liam maxwell,video,government,,
52976ff21f986a7d0d00000d,event,friday-lunchtime-lecture-five-lessons-from-a-decade-working-with-open-data,Friday lunchtime lecture: Five lessons from a decade working with open data,lecture,mysociety,open data,odifridays,society,,,
529da87b1f986a7d0d000024,article,five-stages-of-data-grief,Five Stages of Data Grief,data management,jeni tennison,blog,,,,,
529e15daf362be5a48000019,person,mal-primet,MaÃ«l Primet,person,writers,,,,,,
529e1613d0d4625fd100001d,article,leveraging-opendata-to-ameliorate-the-life-in-cities,Guest post: Employing open data to improve cities,cities,open data,blog,,,,,
529e1f88d0d4625fd100001f,article,odrs-reusers-guide,Re-user's Guide to the Open Data Rights Statement Vocabulary,guide,reuse,open data rights,machine reading,working with open data,,,
529f48581f986a7d0d000041,person,francesca-de-chiara,Francesca De Chiara,person,nodes,,,,,,
529f4e3e1f986a7d0d000045,node,the-odi-in-trento,Trento,nodes,trento,,,,,,
529f59ec1f986a7d0d000049,course_instance,open-data-in-a-day-11-february-2014,"Open Data in a Day, 11 February, 2014",course,open data in a day,,,,,,
52a0c0d4f362be42cc000004,person,dr-mal-primet,Dr MaÃ«l Primet,person,,,,,,,
52a1c01df362be42cc00000a,article,cc-40-and-open-data,CC 4.0 and Open Data,creative commons,licensing,,,,,,
52a5ab5ad0d462354200000d,person,simon-webbon,Simon Webbon,person,,,,,,,
52a5d83fd0d462354200001b,person,drew-hemment,Drew Hemment,person,,,,,,,
52a87f171f986a6eb600001b,article,dapaas-about,About,dapaas,,,,,,,
52a88d09d0d4623542000028,article,dapaas-work-packages,DaPaaS work packages,dapaas,,,,,,,
52a8a62df362be42cc000031,article,odi-and-taiwans-open-data-alliance-sign-up-to-open-data-collaboration,ODI and Taiwan's Open Data Alliance sign up to open data collaboration,taiwan,odi,,,,,,
52a8d6491f986a6eb6000021,article,diffing-csv-files-in-ruby,Diffing CSV files in Ruby,csv,how to,ruby,blog,working with open data,,,
52a97daf1f986a6eb6000025,event,friday-lunchtime-lecture-typhoon-crisis-mapping-with-openstreetmap,Friday lunchtime lecture: Typhoon Crisis Mapping with OpenStreetMap,odifridays,lectures,openstreetmap,maps,working with open data,,,
52a980271f986a6eb6000029,event,friday-lunchtime-lecture-licensed-open-using-law-with-attitude,Friday lunchtime lecture: A licence to open,odifridays,lectures,licensing,law,,,,
52a981fcd0d4623542000036,article,dapaas-reports,Dapaas Reports,dapaas,,,,,,,
52a99b4fd0d462117c000003,article,dapaas-reports-2,Dapaas Reports,dapaas,,,,,,,
52a99cb3d0d4621de2000001,article,dapaas-reports-3,Dapaas Reports,dapaas,,,,,,,
52a9a96e1f986a1d05000005,article,test-dapaas-content,Test Dapaas content,dapaas,,,,,,,
52a9b07cf362be320a000011,organization,dapas-consortium-partners,dapas consortium partners,dapaas,,,,,,,
52a9b0bad0d462302a00000f,organization,odi-open-data-institute,Open Data Institute (ODI),odi ,,,,,,,
52aaeb231f986a1d05000012,article,building-a-cloudfiles-appliance-with-a-raspberry-pi,Building a Cloudfiles Appliance with a Raspberry Pi,how to,blog,raspberry pi,working with open data,,,,
52aebf4f1f986a1d05000016,organization,ontotext,Ontotext,ontotext,members,,,,,,
52aec16a1f986a1d0500001f,organization,saltlux,Saltlux,dapaas,,,,,,,
52aec245f362be320a000019,organization,sintef,Sintef,dapaas,,,,,,,
52aee83fd0d462302a00001f,organization,dapaas-sirma,Sirma,dapaas,,,,,,,
52aeeaa0f362be320a00001f,organization,dapaas-swirrl,Swirrl,dapaas,,,,,,,
52b033bdf362be320a000024,article,press-release-research-at-the-odi-announcing-dapaas-and-opendatamonitor,Press release: Research at the ODI - announcing DaPaaS and OpenDataMonitor,dapaas,,,,,,,
52b06811d0d462302a000033,article,moving-a-github-tag-with-travis,Moving a Github tag with Travis,how to,travis,blog,gihub,,,,
52b085aaf362be320a00002e,article,odi-summit-sir-tim-berners-lee-sir-nigel-shadbolt-bill-thomspson-fireside-chat,ODI Summit: How did we get here? - panel,discussion,ODI summit,events,tim berners-lee,nigel shadbolt,bill thompson,history,
52b1783e1f986a1d05000028,article,dapaas-consortium,DaPaaS Consortium,dapaas,,,,,,,
52b180e81f986a1d0500002a,article,dapaas-events,DaPaaS Events,dapaas,,,,,,,
52b187fd1f986a1d0500002c,article,dapaas-contact-us,Contact us,dapaas,,,,,,,
52b18892f362be320a000039,article,odi-summit-data-as-culture-panel,ODI Summit: Data as Culture - Panel,discussion,ODI summit,events,,,,,
52b18e38f362be320a00003d,article,dapaas-deliverables,DaPaaS Deliverables,dapaas,,,,,,,
52b196f01f986a1d05000036,article,odi-summit-open-data-so-what-panel,"ODI Summit: Open Data, so what? - panel",discussion,ODI summit,events,,,,,
52b1a0fcd0d462302a000044,article,dapaas-home,DaPaaS - A data-and-platform-as-a-service approach to efficient open data publication and consumption,,,,,,,,
52b1be9bd0d462302a000046,article,odi-summit-open-for-business-panel,ODI Summit: Open for business - panel,discussion,ODI summit,event,,,,,
52b1c4abf362be320a000044,article,dapaas-terms-of-use,DaPaaS website: Terms of Use,dapaas,,,,,,,
52b1c8d6d0d462302a00004e,article,dapaas-cookie-policy,DaPaas: Cookie policy,dapaas,,,,,,,
52b1cc84f362be320a000046,article,dapaas-privacy-policy,DaPaas: Privacy policy,dapaas,,,,,,,
52b2d8f2d0d462302a000054,article,ordnance-surveys-geovation-challenge,Ordnance Surveyâs open data GeoVation Challenge,blog,ordnance survey,,,,,,
52b2ec031f986a1d05000044,article,dapaas-links,Links,dapaas,,,,,,,
52b30442d0d462302a00005b,article,dapaas-related-projects,Related projects,dapaas,,,,,,,
52b31708d0d462302a000063,event,dapaas-events-edf,European Data Forum,dapaas,,,,,,,
52b31df4d0d462302a000068,article,education-open-data-challenge-series,Education: Open Data Challenge,open data challenge series,education,,,,,,
52b44f80d0d462302a000071,article,energy-and-environment-open-data-challenge,Energy and Environment Open Data Challenge,open data challenge series,energy,environment,,,,,
52b4ac131f986a1d05000054,article,letter-to-santa-2013,An open letter to Santa and a vision of open data for 2014,blog,christmas,visions,open data,jeni tennison,,,
