artefact_id,type,slug,artefact_name,,,,,,,
538734671f986a085800003b,article,guest-post-data-jam-exploring-creative-uses-of-open-data,Guest post: Data Jam! Exploring creative uses of open data,blog,data jam,,,,,,
53874429d0d462082f000003,person,charlotte-elizabeth-webb,Charlotte Elizabeth Webb,person,Charlotte Elizabeth Webb,,,,,,
5388aa65f362be4b650001e8,person,harvey-lewis,Harvey Lewis,person,Harvey Lewis,,,,,,
5388ab57d0d462082f000016,article,a-step-forward-for-democratic-engagement,Guest post: A step forward for democratic engagement,blog,democratic data,local council elections,,,,,
538d935df362be4b650001ee,event,friday-lunchtime-lecture-open-data-innovations-for-social-good,Friday lunchtime lecture: Open data innovations for social good,odifridays,social good,open data challenge series,,,,,
538d9c50f362be4b650001f1,article,continuously-deploying-your-chef-cookbooks-in-travis,Continuously deploying your Chef cookbooks in Travis,blog,chef,cookbooks,,,,,
538ddffbd0d462082f00001c,article,open-data-in-the-judiciaries-of-argentina-chile-and-uruguay,"Guest blog post: Open Data in the judiciaries of Argentina, Chile and Uruguay",blog,argentina,chile,cippec,,,,
538f2880f362be4b650001fa,job,internships-at-the-open-data-institute,Internships at the Open Data Institute,jobs,internships,,,,,,
539030ca1f986a085800005c,article,burkina-faso-launches-open-data-initiative-with-mentoring-from-the-odi-and-funding-from-the-world-bank,Burkina Faso launches open data initiative with mentoring from the ODI and funding from the World Bank,partnership for open data,burkina faso,world bank,,,,,
539190a1d0d462082f00003b,job,trainer-job,Trainer,jobs,trainer,,,,,,
5397f25d1f986a0858000079,node,hawaii,Hawaii,nodes,hawaii,,,,,,
53998d211f986a085800007d,event,open-data-open-web-just-a-passing-fad,"Friday lunchtime lecture: Open data, open web: Just a passing fad?",odifridays,open web,,,,,,
539992e51f986a0858000081,article,food-for-thought-an-opportunity-to-champion-the-next-open-data-challenge,Food for thought: Opportunity to champion the next Open Data Challenge,article,open data challenge series,food open data challenge,food data,,,,
539ac78d1f986a085800008f,article,learning-courses,Learning & Courses,courses,,,,,,,
539af24f1f986a0858000097,article,the-data-reformation,The Data Reformation,blog,thinking digital 2014,,,,,,
539ee96ef362be4b6500023f,article,service-engagement-terms,Service engagement terms,article,terms,service engagement terms,,,,,
53a053101f986a085800009f,article,discussing-digital-democracy,Discussing Digital Democracy,blog,digital democracy,speaker’s commission on digital democracy,london technology week,,,,
53a170d7f362be4b65000253,job,nonexecutive-director,Non-executive director,jobs,,,,,,,
53a3f35a1f986a08580000b1,article,guest-post-the-business-case-for-open-data,Guest post: The Business Case for Open Data,blog,business case,open for business,g20,,,,
53a3fa6f1f986a08580000b5,person,martin-tisne,Martin TisnÃ©,person,,,,,,,
53a452501f986a08580000be,organization,3d-repo-ltd,3D Repo Ltd,start-ups,3d repo,,,,,,
53a453c31f986a08580000c1,organization,pesky-people,Pesky People,start-ups,pesky people,,,,,,
53a454391f986a08580000c3,organization,opensensorsio,opensensors.io,start-ups,opensensors.io,,,,,,
53a94f3fd0d462082f000074,event,friday-lunchtime-lecture-emergent-public-goods-an-idea-whose-time-has-come-again,Friday lunchtime lecture: Open data - the new emergent public good of our time?,odifridays,,,,,,,
53a955afd0d462082f000076,event,friday-lunchtime-lecture-open-wide-business-opportunities-and-risks-in-using-open-data,Friday lunchtime lecture: Open wide? Business opportunities and risks in using open data,odifridays,business case,,,,,,
53a9d44bd0d462082f000078,person,paul-clark,Paul Clark,person,,,,,,,
53a9d58ad0d462082f00007a,article,guest-post-creating-value-from-open-data,Guest post: Creating value for universities from open data,blog,universities,,,,,,
53ab25bfd0d462082f000087,organization,opendatasoft,OpenDataSoft,start-ups,opendatasoft,,,,,,
53ac22aa1f986a08580000f8,organization,open-utility,Open Utility,start-ups,open utility,,,,,,
53ac2ed61f986a08580000ff,article,seven-new-startups-join-the-odis-incubation-programme,Seven new companies  join the ODIâs startup programme,start-ups,startup programme,,,,,,
53ad5c421f986a0858000102,organization,datapress,DataPress,start-ups,datapress,,,,,,
53af26241f986a0858000105,article,open-addresses-discovery-phase,Open Addresses: Discovery Phase,article,open addresses,,,,,,
53b6800f1f986a0858000111,article,new-open-data-powered-platform-for-community-energy-groups,New open data powered platform for community energy groups,article,open data challenge series,community energy manager,,,,,
53b6bf9bf362be4b650002ad,article,the-uk-needs-a-data-act-of-its-own,Guest post: The UK needs a DATA Act of its own,blog,open data coalition,data act,,,,,
53b6c07fd0d462082f0000b0,person,hugh-brooks,Hugh Brookes,person,,,,,,,
53bd09351f986a045c000004,course_instance,open-data-in-practice-16-18-september-2014,"Open Data in Practice, 16-18 September, 2014",courses,,,,,,,
53c3b639f362be3a060000e2,person,keren-bowman,Keren Bowman,person,,,,,,,
53c54fd6d0d462529f000006,article,steps-towards-positive-government-civil-society-engagement-an-okfest-update,How to build relationships between government and civil society - #OKFest,article,events,okfest,partnership for open data,,,,
53c79aa01f986a0894000003,article,the-sharepsi-project-samos-summit-hosts-our-first-workshop,The Share-PSI project: Samos Summit hosts our first workshop,blog,share-psi ,samos,,,,,
53c7a5abf362be08b0000002,article,odi-leeds-summer-update-2014,ODI Leeds Summer Update,blog,nodes,leeds,,,,,
53cd2cbef362be08b0000015,job,business-support-administrator-2,Business Support Administrator,jobs,,,,,,,
53ce14241f986a0894000021,article,okfestival-2014,OKFestival 2014: Ich bin eine Currywurst,blog,events,open knowledge festival 2014,okfest,,,,
53ce23c11f986a0894000025,article,an-introduction-to-grafter,An introduction to Grafter,article,grafter,,,,,,
53ce4404f362be08b000001a,article,marking-up-your-dataset-with-dcat,Marking up your dataset with DCAT,article,dcat,,,,,,
53ce8e91d0d4620836000018,article,save-the-titanic-handson-anonymisation-and-risk-control-of-publishing-open-data,Save the Titanic: Hands-on anonymisation and risk control of publishing open data,article,anonymisation,okfest,,,,,
53cf9278d0d4620836000023,article,odi-startup-opendatasoft-partners-with-odis-north-carolina-node-balefire-global-to-create-smart-government-solutions,"ODI startup OpenDataSoft partners with ODIâs North Carolina Node: BaleFire Global, to create Smart Government solutions",article,start-ups,opendatasoft,north carolina,,,,
53d0d8abf362be08b0000029,course_instance,open-data-in-practice-24-december-2014,"Open Data in Practice, 2-4 December, 2014",courses,open data in practice,,,,,,
53d1239a1f986a089400003a,article,odi-startups-who-they-are-and-what-they-do-in-60-seconds,ODI startups: Who they are and what they do (in 60 seconds),article,start-ups,,,,,,
53d12852f362be08b0000030,article,in-house-training,In-house and customised training,article,in-house training,training,,,,,
53d61796d0d4620836000032,course_instance,open-data-in-a-day-25-november-2014,"Open Data in a Day: 25 November, 2014",courses,open data in a day,,,,,,
53d65c26f362be08b0000039,course_instance,open-data-in-a-day-29-october-2014,"Open Data in a Day: 29 October, 2014",courses,open data in a day,,,,,,
53d67a9ad0d4620836000037,article,odi-startup-opendatasoft-partners-with-odi-north-carolina,"ODI startup OpenDataSoft partners with ODIâs North Carolina Node: BaleFire Global, to create Smart Government solutions",article,start-ups,opendatasoft,north carolina,,,,
53d699161f986a0894000051,person,ian-henshaw,Ian Henshaw,person,,,,,,,
53d760ce1f986a0894000056,article,odi-startup-opendatasoft-partners-with-odis-north-carolina-node-to-create-smart-government-solutions,ODI startup OpenDataSoft partners with ODIâs North Carolina Node to create Smart Government solutions,article,start-ups,opendatasoft,north carolina,,,,
53d7cc73f362be08b0000049,course_instance,open-data-in-a-day-1-december-2014,"Open Data in a Day: 1 December, 2014",courses,open data in a day,,,,,,
53d7d651d0d4620836000042,course_instance,finding-stories-in-open-data-7-october-2014,"Finding stories in open data: 7 October, 2014",courses,finding stories in open data,,,,,,
53da02f01f986a0894000067,article,london-tech-innovators-ponder-links,London tech innovators ponder links,blog,london,tech,innovation,,,,
53da3d1cf362be08b0000056,person,bryony-barrass,Bryony Barrass,person,team,,,,,,
53db5bc0d0d4620836000054,report,deliverable-32-cross-platform-data-delivery-framework,Deliverable 3.2 Cross platform data delivery framework,dapaas,,,,,,,
53db9520d0d462083600005d,article,test2014,test-2014,,,,,,,,
53db95eed0d4620836000062,article,six-steps-for-open-data-publication-mexico,100 datasets in 42 days for Mexico,article,mexico,data squad,,,,,
53db9618d0d4620836000064,article,opendatasoft-partners-with-odis-north-carolina,ODI startup OpenDataSoft partners with ODIâs North Carolina Node to create Smart Government solutions,article,start-ups,opendatasoft,north carolina,,,,
53dbb7591f986a0894000085,article,rufus-pollock-calls-for-tact-as-open-world-grows,#Tactivism - A new direction for the open movement,blog,okfest,tactivism,open knowledge festival,,,,
53e1dde31f986a089400008d,person,tim-davies,Tim Davies,person,,,,,,,
53e1dfd91f986a0894000091,article,guest-post-fifteen-open-data-insights-from-the-open-data-in-developing-countries-project,Guest post: Fifteen open data insights from the Open Data in Developing Countries project,blog,open data in developing countries project,oddc,,,,,
53e474f61f986a0838000007,article,election-data-tables,Research: investigation into publishing open election data,article,election data,european election data,deloitte,,,,
53f1dfa51f986a083800000d,article,wikimania-growing-the-impact-of-open-data,Wikimania: Growing the impact of open data,events,wikimania 2014,,,,,,
53f1f70bf362be08dd000006,event,odi-summit-2014,ODI Summit 2014,events,ODI summit,,,,,,
53f221891f986a0838000016,person,dawn-duhaney,Dawn Duhaney,person,,,,,,,
53f353d91f986a083800001b,event,excuse-me-where-is-the-toilet-open-data,"Friday Lunchtime Lecture: Excuse me, where is the toilet (data)?",odifridays,toilet open data,,,,,,
53f5bb4b1f986a56e2000034,job,research-scientist-research-engineer,Research Scientist / Research Engineer,jobs,,,,,,,
53f5f920d0d462722c00003c,article,open-data-and-democracy-answer-by-henri-verdier-mr-data-of-the-government,"Open data and democracy: answer by Henri Verdier, Â« Mr. Data Â» of the government",article,democracy,open data and democracy,,,,,
53f7352ef362be0ce5000013,event,friday-lunchtime-lecture-open-data-on-your-doorstep-for-the-city-by-the-city,"Friday lunchtime lecture:  Open data on your doorstep - âFor the city, by the cityâ",odifridays,,,,,,,
53fc41f51f986a04a300001f,article,dapaas-faq,DaPaaS FAQ,dapaas,,,,,,,
53fc4374f362be0ce5000017,report,deliverable-21-open-paas-requirements-design-architecture-and-specification,"Deliverable 2.1: Open PaaS requirements, design & architecture specification",dapaas,,,,,,,
53ff55e71f986a04a3000046,article,uk-open-data-innovators-survey-2014,UK Open Data Innovators Survey 2014,blog,uk,survey,,,,,
540058b91f986a04a3000048,person,kateryna-onyiliogwu,Kateryna Onyiliogwu,person,Kateryna Onyiliogwu,,,,,,
54046321d0d4624030000045,person,carlina-george,Carlina George,person,Carlina George,,,,,,
54047ba7f362be0ce500003f,article,odi-startups-reveal-scale-of-council-spending-with-small-companies-for-the-first-time-open-data-analysis-shows-spend-as-low-as-4-of-total-budget-in-some,ODI Startups reveal scale of council spending with small companies for the first time - open data analysis shows spend as low as 4% of total budget,start-ups,spend network,open corporates,spend small report,,,,
5404819bf362be0ce5000044,article,guest-post-trading-with-small-businesses,Guest post: Trading with small businesses,article,start-ups,spend network,,,,,
540483b61f986a04a3000052,person,ian-makgill,Ian Makgill,person,Ian Makgill,,,,,,
5405cc15f362be0ce5000058,person,anna-scott,Anna Scott,person,Anna Scott,,,,,,
5405e030f362be0ce500005c,event,friday-lunchtime-lecture-towards-an-open-energy-marketplace,"Friday lunchtime lecture: Can open data bring us clean, local energy?",odifridays,energy data,,,,,,
5406cc031f986a04a3000062,report,deliverable-21-open-paas-requirements-design-and-architecture-specification,"Deliverable 2.1: Open PaaS requirements, design and architecture specification",dapaas,,,,,,,
5406cd7ed0d462403000006c,report,deliverable-31-analysis-requirements-design-and-the-architecture-specification-for-the-data-access-framework,"Deliverable 3.1: Analysis, requirements, design and architecture specification for the data access framework",dapaas,,,,,,,
5409e210f362be0ce5000069,event,friday-lunchtime-lecture-when-governments-open-up-who-manages-their-data,"Friday lunchtime lecture: When governments open up, who manages their data?",odifridays,open government data,,,,,,
540b3e4ad0d462403000007d,article,what-does-term-program-alignment-mean,What Does the Term âProgram Alignmentâ Mean When Applied to Open Data Programs?,article ,program alignment,balefire global,,,,,
540da3fcf362be0ce5000071,article,how-open-data-can-help-us-all-find-the-toilet,How open data can help us all find the toilet,article ,toilet open data,,,,,,
540ef78c1f986a08a1000001,person,test-person,Test person,person,,,,,,,
540f1f14d0d4620818000002,person,simon-bullmore,Simon Bullmore,person,Simon Bullmore,,,,,,
540f24c1d0d4620818000004,job,non-executive-director,Non-executive director,jobs,,,,,,,
540f28991f986a08a100000f,person,ellen-broad,Ellen Broad,person,Ellen Broad,,,,,,
541033f1d0d4620818000015,person,sumika-sakanishi,Sumika Sakanishi,person,Sumika Sakanishi,,,,,,
541036bcf362be08ef00001e,person,adrian-philpott,Adrian Philpott,person,Adrian Philpott,,,,,,
54104dd8f362be08ef000023,report,open-paas-requirements-design-architecture-specification,"Deliverable 2.1: Open PaaS requirements, design & architecture specification",dapaas,,,,,,,
5411b1d01f986a08a1000024,job,hr-assistant,HR Assistant,jobs,,,,,,,
5416a9951f986a08a1000031,report,dapaas-project-factsheet,DaPaaS Factsheet,dapaas,,,,,,,
5416cc1cf362be08ef000034,person,john-murray,John Murray,person,John Murray,,,,,,
541719add0d4620818000035,article,what-is-open-data-video-production-commission,"""What is open data""? - Video production commission",video,what is open data,learning,,,,,
54171dc51f986a08a1000037,article,one-hundred-certificates-high-and-rising-open-data-certificates-now-and-the-future,One hundred open data certificates and rising,article,open data certificates,,,,,,
54180062f362be08ef000066,article,guest-post-open-data-is-for-small-business-too,Guest post: Open data is for small business too,blog,small businesses,,,,,,
5418063bd0d462081800004f,person,elpida-prasopoulou,Elpida Prasopoulou,person,Elpida Prasopoulou,,,,,,
5419a8fff362be08ef00007e,article,open-and-linked-data-meetup-24th-september-manchester,Open and Linked Data Meetup: 24th September [Manchester],event,meetup,linken data,,,,,
5419b52dd0d4620818000059,article,data-as-culture-latest-artworks-show-tech-sector-the-art-of-the-possible-and-push-the-boundaries-of-data-usage,"Latest artworks from Data as Culture show tech sector âthe art of the possibleâ, and push the boundaries of data usage ",data as culture,art,james bridle,,,,,
5419b7b6d0d462081800005b,article,data-certificates-for-users-health-information-exchange-news,Data certificates for users | Health Information Exchange news,article,open data certificates,health information exchange,,,,,
541aa715d0d462081800005e,organization,resurgence,Resurgence,start-ups,resurgence,,,,,,
541ac76dd0d4620818000060,article,estimating-the-cost-of-a-government-open-data-initiative,Estimating the cost of a government open data initiative,article,partnership for open data,government open data,,,,,
541be99cd0d4620818000066,article,first-french-chief-data-officer-announced-at-odi-paris,First French Chief Data Officer announced at ODI Paris,article ,nodes,odi paris,chief data officer,,,,
541feccd1f986a08a1000076,article,big-and-open-government-data-just-got-real,Big and open government data portals just got real,article,ckan,government open data,big data,data portals,,,
54203a541f986a08a1000086,article,dapaas-manchester-meetup-september-2014,"Open and Linked Data Meetup: Manchester, 24 September",event,,,,,,,
5421a963f362be08ef0000a6,person,ruby-reding,Ruby Reding,person,,,,,,,
5421ab67d0d4620818000082,article,how-can-data-science-prepare-cities-for-the-serendipity-of-human-beings,How can data science prepare cities for the serendipity of human beings?,blog,smart cities,future cities,,,,,
542433c51f986a6f1d000003,article,our-draft-submission-to-the-uk-consultation-on-reuse-of-public-sector-information,UK proposes changes to re-use of public information: ODI fears a backwards step,article,re-use of public sector information,psi,,,,,
5425605dd0d4626e5000000f,article,open-call-for-heritage-culture-challenge-champion,Open call for Heritage + Culture Challenge Champion,open call,open data challenge series,heritage and culture challenge,,,,,
542567871f986a6f1d000013,article,public-consultations,Public consultations,article,,,,,,,
54292c89f362be08c0000001,article,open-city-data-leeds-shows-us-how-its-done,Open data for cities: Leeds shows us how it's done,nodes,leeds data thing,smart cities,,,,,
542aa3991f986a086e000006,article,some-test-content-2,Some test content,,,,,,,,
542e77381f986a086e00000f,article,speaker-profile-bill-thompson,Bill Thompson on open data: 'Nothing comes from nothing',ODI summit,bill thompson,,,,,,
542e8c4a1f986a086e000013,article,how-important-is-open-data-quality,Guest post: How important is the quality of open data?,blog,,,,,,,
543689cb1f986a086f00000b,event,lack-of-open-data-in-latin-american-legislatures,A lack of open data in Latin American legislatures,event,,,,,,,
54369751d0d46207ec000003,person,sandra-elena,Sandra Elena,person,Sandra Elena,,,,,,
5436a97bd0d46207ec00000f,node,resume-summer-2014-odi-gothenburg,ResumÃ© summer 2014 ODI Gothenburg,node,gothernburg,blog,,,,,
5436aaec1f986a086f000018,node,resume-summer-2014-odi-node-gothenburg,ResumÃ© summer 2014 ODI node Gothenburg,node ,gothenburg,blog,,,,,
5437ac47f362be08b700000e,article,climate-change-4-ways-to-protect-cities-with-open-data,Climate change: 4 ways to protect cities with open data,article,world reconstruction conference,climate change,,,,,
5453a16ed0d46207f400005b,organization,mydex-data-services-community-interest-company,Mydex Data Services Community Interest Company,member,mydex,blog,,,,,
545748231f986a0865000079,report,deliverable-12-open-daas-prototype-v1,Deliverable 1.2: Open DaaS prototype v1,dapaas,,,,,,,
546ca97d1f986a0881000008,article,coursesblocktest,CoursesBlockTest,courses,,,,,,,
5472ffd21f986a0881000024,course_instance,open-data-in-a-day-17-19-march-2015,"Open Data in a Day: 17-19 March, 2015",courses,open data in a day,,,,,,
5472fff8d0d462083000001e,course_instance,open-data-in-practice-17-19-march-2015,"Open Data in Practice: 17-19 March, 2015",courses,open data in practice,,,,,,
54cf62c11f986a087e000025,course_instance,open-data-in-a-day-24-march-201556,Open Data in a Day: 24 March 2015,courses,open data in a day,,,,,,
54d61a491f986a084e00001d,article,odileeds-training-learning,ODI Leeds Training Update,nodes,odi leeds,,,,,,
54ddc7b8f362be08b8000007,article,the-open-data-barometer-the-performance-of-arab-countries-12,The Open Data Barometer: The Performance of Arab Countries (1/2),open data barometer,arab countries,blog,,,,,
54ddc841d0d46207e6000003,article,the-open-data-barometer-the-performance-of-arab-countries-part1,The Open Data Barometer: The Performance of Arab Countries (1/2),open data barometer,arab countries,blog,,,,,
54ddca1c1f986a0869000006,article,the-open-data-barometer-the-performance-of-arab-countries-1of2,The Open Data Barometer: The Performance of Arab Countries (1/2),open data barometer,arab countries,blog,,,,,
54de3443d0d46207e600000c,course_instance,procurement-open-data-30-march-2015,"Procurement and Open Data, 30 March 2015 ",courses,,,,,,,
54e1ee51d0d46207e6000018,article,the-open-data-barometer-a-review-of-the-arab-countries-performance-12,The Open Data Barometer: A Review of the Arab Countries performance (1/2),open data barometer,arab,blog,,,,,
54e7507ed0d4620858000014,person,luciana-sodre,Luciana Sodre,person,,,,,,,
54eafabd1f986a0861000036,person,maree-adshead,Maree Adshead,person,,,,,,,
54ec6110f362be159000000a,article,opening-up-large-data-sets-the-example-of-telecom-big-data-challenge,Opening up large data sets. The example of Telecom Big Data Challenge,blog,telecom,big data,,,,,
54f47a7d1f986a083f00001a,article,supporting-culture-change-through-elearning,Supporting culture change through eLearning?,courses,elearning,,,,,,
54f5a28ef362be08a5000005,course_instance,open-data-in-a-day-4-august-2015,Open Data in a Day: 4 August 2015,courses,open data in a day,,,,,,
5500035a1f986a086a00001b,case_study,case-study-open-data-swirrl,Member case study: Swirrl,members,case study,swirrl,,,,,
5502a351c6b6b981c4000002,person,alice,Alice,person,,,,,,,
5502b9eec6b6b986e9000001,event,a-test-artifact,A Test Artifact,,,,,,,,
5502bba4c6b6b98716000007,person,bob,Bob,,,,,,,,
5502ba97c6b6b986e9000008,creative_work,a-test-artifact02,A Test Artifact,,,,,,,,
550b8910c6b6b917f6000022,person,dummy-api-user-created-by-gds-sso,Dummy Api User Created By Gds Sso,,,,,,,,
55273816c6b6b9224000000f,event,test-3,test 3,,,,,,,,
55273992c6b6b92240000013,event,hello,Hello,,,,,,,,
552746bcc6b6b92a2600000a,event,test-nontag,Test non-tag,,,,,,,,
